"","lat","lng","name","type","elev"
"10988",41.3111102774649,-96.3475241664335,"Valley Fire/Rescue Dist & Emerg Service","Heliport",1140
"11004",43.5475833332242,-71.2269722220028,"Longview","Heliport",560
"11007",42.8417552779561,-71.1595038887714,"Gordon Brown","Heliport",330
"11009",42.9167441667445,-71.5120588889814,"Dean Kamen","Heliport",250
"11010",42.9673061109598,-71.5728474997788,"Dragonwings","Heliport",630
"11011",42.9223072221396,-71.5084011108412,"Dean Kamen Ii","Heliport",500
"11013",44.4033906668869,-71.1543488337499,"Androscoggin Valley Hospital","Heliport",1191
"11014",43.1143166664442,-71.4982333334651,"Scott","Heliport",580
"11019",43.7928527774626,-71.1772911108103,"Meader's","Heliport",420
"11024",43.2050813892091,-71.484236944433,"Waste","Heliport",332
"11025",43.1973027777955,-71.5606277780544,"Concord Hospital","Heliport",400
"11026",42.8470322219108,-71.2189494445572,"Chopper One","Heliport",240
"11027",42.8667541664204,-71.2179774997591,"Weston Street","Heliport",224
"11028",43.2144135280131,-70.8741428610337,"Wentworth-Douglass Hospital","Heliport",147
"11030",43.1095249996877,-71.6384055556771,"Chiefs Hut","Heliport",616
"11033",42.9814772220079,-70.9186669445045,"Bentley","Heliport",66
"11034",42.9819748057223,-70.9362358337085,"Exeter Hospital","Heliport",78
"11036",43.4178547223451,-71.6447983337516,"D W","Heliport",440
"11037",43.4484111108853,-71.6461888889804,"Franklin Rgnl Hospital","Heliport",480
"11040",43.545277777828,-71.9961111112474,"Prescott Hill","Heliport",1460
"11041",44.0438333332448,-71.1667333334469,"Cheney","Heliport",600
"11042",44.0636111112755,-71.1527777773361,"Carleton","Heliport",920
"11043",42.8740833333654,-71.1796666669516,"Clark","Heliport",320
"11045",42.9503672223218,-70.8569980556955,"Fisher Scientific","Heliport",60
"11046",42.937589722066,-70.8425533336748,"Foss","Heliport",20
"11047",43.6739722223037,-72.2064722226136,"Phantom One","Heliport",1315
"11049",44.0280555558311,-72.0108333336392,"Brookside","Heliport",700
"11052",43.1099999999065,-71.9173333335419,"Hillsboro Ford","Heliport",551
"11053",43.0559722225186,-71.4467499996917,"Hooksett Safety Center","Heliport",300
"11054",44.1559361112024,-71.1568694444534,"Wickson","Heliport",1650
"11055",44.1481233335573,-71.1681277774827,"Abbott","Heliport",1300
"11057",42.798695555365,-71.9828572220184,"Millipore","Heliport",1132
"11059",42.9488888887926,-72.2897222225369,"Cheshire Medical Center","Heliport",481
"11060",42.9238861111384,-70.951449999601,"Stumpfield","Heliport",200
"11064",44.5036680554054,-71.5692511107085,"Lancaster","Heliport",860
"11066",43.6775898052761,-72.2710957781899,"Dartmouth Hitchcock Medical Center","Heliport",708
"11067",43.6678333336441,-72.2027222225281,"Phantom Two","Heliport",1275
"11068",42.8548749998022,-71.4737222224229,"Westport","Heliport",205
"11069",44.3176388891339,-71.8265250004461,"Littleton Hospital","Heliport",1155
"11070",43.3584125001489,-71.4634047219402,"Speedway","Heliport",491
"11071",42.8238888888343,-71.3650000003416,"Pomroy","Heliport",254
"11072",43.3409127777134,-71.4709047221113,"Crowley","Heliport",570
"11073",43.3584111109181,-71.441180555423,"Harris Homestead","Heliport",650
"11074",43.3658333330646,-71.4558333335517,"Speedway Northside","Heliport",560
"11077",42.991699999797,-71.4741055551142,"Catholic Medical Center","Heliport",252
"11078",43.2112472221321,-71.2400916666715,"Skybast","Heliport",565
"11082",43.6794444444241,-71.5194444446836,"Morrison","Heliport",720
"11083",43.6974999998194,-71.4958333332666,"Flying Ridge","Heliport",785
"11084",43.6261858336048,-71.5592419443706,"Smiling Jack","Heliport",730
"11085",42.8170316668071,-71.5053447224444,"Merrimack","Heliport",209
"11086",42.8309202774697,-71.5109005554399,"Norden Systems","Heliport",200
"11087",42.8154472223732,-71.1243944441256,"Lorden","Heliport",400
"11088",42.8077777780016,-71.6858333337093,"Spring Creek","Heliport",400
"11089",42.8147333334692,-71.6610833336835,"Stone Song","Heliport",360
"11091",42.7367555557739,-71.4814547218609,"C S S","Heliport",212
"11092",42.7083333331918,-71.4583333333093,"Nashua Technology Park","Heliport",235
"11093",42.7558333335819,-71.4620000002792,"Southern Nh Medical Center","Heliport",96
"11095",42.9798052778969,-71.6956291663369,"Austin's Landing","Heliport",620
"11096",42.9368611110581,-71.6695277776287,"A And K","Heliport",825
"11097",42.9781944445802,-71.6938055557675,"Lorden Ii","Heliport",700
"11102",44.0431000002717,-71.1572222218486,"Forbes","Heliport",540
"11103",44.0334030552772,-71.1461816664954,"Apte","Heliport",760
"11104",44.0612888891011,-71.1357777777267,"Memorial Hospital Heliport","Heliport",574
"11108",42.7008333335052,-71.3711111107605,"Long Pond Landing","Heliport",185
"11109",42.7628611111501,-71.3152722225684,"Sean","Heliport",150
"11110",43.1959147221891,-71.4772922225834,"Brigham","Heliport",360
"11111",42.8962666669624,-71.9151666662468,"Summit Meadow","Heliport",1018
"11112",43.5431266664918,-72.3523133334946,"Air-Wood","Heliport",540
"11113",43.5820166667375,-72.2031444441863,"Hollander's","Heliport",1300
"11114",43.5250000002379,-72.3582777777736,"Sharkey","Heliport",550
"11116",43.7339277778379,-71.6790944446374,"Blue Light","Heliport",825
"11117",43.7574777778446,-71.6956277775415,"Speare Memorial Hospital","Heliport",977
"11119",42.9851666664817,-71.1782833332793,"Hayes","Heliport",152
"11121",42.8034222225012,-71.1828361110219,"Dynasty Farms","Heliport",295
"11124",42.8959233335902,-70.8611644446782,"Seabrook Station","Heliport",41
"11125",42.7898080558749,-71.8345205553454,"Temple","Heliport",920
"11132",42.9436111110317,-72.4844444445443,"Bountiful Farm","Heliport",800
"11133",43.0406408330306,-71.1256163891689,"Falcon Station","Heliport",160
"11136",42.8257099998525,-71.7411499997857,"Shanklin","Heliport",820
"11139",43.5827777780606,-71.2016666669745,"Huggins Hospital","Heliport",565
"11146",40.9878755554811,-74.7251638892929,"Hudson Farm West","Heliport",870
"11148",40.6387124996887,-74.8682219448635,"Exxon Research & Engineering Co","Heliport",381
"11150",39.7459488886452,-74.9204416663029,"At&T Cedarbrook","Heliport",185
"11152",39.3586111109335,-74.4352777779746,"Atlantic City Medical Center","Heliport",133
"11153",39.3548386114003,-74.4176486109166,"Steel Pier Taj Mahal","Heliport",29
"11154",39.3570608334408,-74.4201486106742,"Steeplechase Pier","Heliport",17
"11155",39.379561111385,-74.4276488893231,"Trump's Castle","Heliport",104
"11157",40.7167675003324,-74.5496011108367,"At&T Helistop","Heliport",280
"11158",40.6647222221708,-74.0910833334352,"Bayonne Golf Club","Heliport",9
"11159",39.907340278041,-74.2348644447746,"Berkeley Township Police","Heliport",54
"11160",40.6723236113237,-74.6940497225345,"The Farm","Heliport",240
"11161",40.6523238886711,-74.6968275002426,"Lamington House","Heliport",210
"11162",40.7077777776169,-74.6838888891356,"Hamilton Farm Golf Club","Heliport",308
"11163",40.6666722219257,-74.6333416663636,"At&T Bedminster","Heliport",175
"11164",40.4251080554028,-74.0995855552227,"Werner","Heliport",7
"11170",40.9698197220726,-74.9573941664508,"Darst","Heliport",480
"11171",40.951944444669,-74.9188888888085,"Milana","Heliport",700
"11172",40.8387108330109,-74.179033333298,"State Police Bloomfield","Heliport",185
"11173",40.1262252776895,-74.2645894442012,"Newbold Island","Heliport",26
"11174",40.564547221892,-74.5548780555641,"Bound Brook Nr 1","Heliport",65
"11175",40.5564919445813,-74.5623783333146,"Bound Brook Nr 2","Heliport",32
"11176",41.1542627780726,-74.7132194446092,"Tamarack Flyers","Heliport",490
"11181",39.4367813887472,-75.2215758330254,"South Jersey Hospital System","Heliport",100
"11183",39.414000000206,-75.8163222222534,"Bridgeton","Heliport",80
"11185",40.6225694442289,-74.6327388887231,"Aventis Pharmaceuticals","Heliport",189
"11186",40.5822222223365,-74.6138888887361,"Bridgewater Crossing","Heliport",140
"11187",39.9787255558779,-74.58404416634,"Deborah Heart & Lung Center","Heliport",103
"11188",39.484282500143,-74.8818358330443,"J L Gentile","Heliport",110
"11189",40.0737219442383,-74.8746097220168,"Burlington Generating Station","Heliport",11
"11191",39.9411111111798,-75.1163888885239,"Cooper Kelemen","Heliport",172
"11192",39.9523347221995,-75.0840625000869,"Express Marine","Heliport",15
"11193",39.9463888891646,-75.1038888888376,"Hargrove","Heliport",23
"11194",39.9404444444028,-75.1066388888404,"Campbell Soup","Heliport",1
"11196",39.1067802778513,-74.8079441664423,"Stone Harbor Golf Club","Heliport",14
"11197",39.0861111108086,-74.8166666668156,"Cape Rgnl Medical Center","Heliport",53
"11198",40.0634474998888,-74.4412616662879,"Colliers Mills","Heliport",130
"11201",40.0158333334376,-74.9757777782102,"Jet Line South","Heliport",45
"11204",40.8348219445807,-74.1526436114347,"Hoffmann-La Roche Inc","Heliport",210
"11205",40.8938888890048,-74.1611111115398,"Metropolitan Electric","Heliport",220
"11206",39.4903947221002,-74.6068236111788,"Germania","Heliport",65
"11207",40.2542780556122,-74.1690313885167,"Nws Earle","Heliport",210
"11208",40.3045549997526,-74.1079186107675,"Due Process Stables","Heliport",75
"11209",40.3001086114135,-74.5329313885196,"South County","Heliport",100
"11211",39.6974472221067,-75.4953166665744,"Deepwater","Heliport",3.2
"11212",40.7828780554998,-74.2182011112759,"Soverel Park","Heliport",150
"11213",40.7534341669337,-74.2170900003723,"Elmwood Park","Heliport",160
"11214",40.7739894441228,-74.2093119446712,"Martens Stadium","Heliport",145
"11215",40.815638888566,-74.0705555553819,"Meadowlands #2 Nj Sports Complex","Heliport",9
"11216",40.5245483332746,-74.4257069445795,"Hq 78Th Division","Heliport",115
"11217",40.6751022224613,-74.2454236109334,"Liberty Hall","Heliport",43
"11220",39.5884477777934,-75.1812936113943,"Elmer Community Hospital","Heliport",95
"11222",40.8628749997286,-74.3173722224742,"Pio Costa Enterprises","Heliport",170
"11224",40.2084458330114,-74.1745869448311,"George Harms Const","Heliport",100
"11225",40.1717800001624,-74.1784758334428,"Howell Township Police","Heliport",95
"11226",40.1867797220987,-74.1506969442477,"Cruz Farm","Heliport",60
"11227",40.5542697220201,-74.5787677776698,"National Starch And Chemical Co","Heliport",75
"11228",40.5306586109897,-74.8607208334764,"Hunterdon Medical Center","Heliport",215
"11230",40.7917666669891,-74.3829291662582,"Prudential/Florham Park","Heliport",186
"11231",40.5373269442618,-74.2982025003995,"Nj Hwy Auth-Admin Bldg Helispot","Heliport",112
"11232",39.8398411108299,-74.1776391668416,"Forked River","Heliport",13
"11233",39.8159499999904,-74.2038750001103,"Oyster Creek Generating Station","Heliport",19
"11234",40.8501000002542,-73.9662491664715,"George Washington Bridge","Heliport",330
"11235",40.3167772224291,-74.0329163893191,"Greely Helipad","Heliport",25
"11236",40.2956663887635,-74.0831955557087,"Charles Wood Helipad","Heliport",46
"11237",40.5367700001526,-74.5223769448042,"Atrium At Somerset","Heliport",68
"11238",40.740972222374,-75.0214999995727,"Warren County Public Safety Dept","Heliport",411
"11239",40.5380555555441,-74.5269444441377,"Philips Lighting Co","Heliport",61
"11241",40.2795544443223,-74.3293141662481,"Manalapan Township-Village Green","Heliport",100
"11242",40.2367722222539,-74.310975000434,"Centra State Medical Center","Heliport",169
"11243",40.2381666667173,-74.3198694446409,"New Jersey Bell Cdc 11","Heliport",176
"11244",40.2208333330523,-74.3916666667001,"Halka","Heliport",150
"11249",40.7231527778598,-74.6879444448769,"Liberty Cross Landing","Heliport",380
"11251",39.8628916663279,-74.9601666665566,"West Jersey Hospital","Heliport",124
"11253",40.9282333330877,-74.8439666668277,"White Willow","Heliport",552
"11255",40.8753772221236,-74.0351399999216,"Creamer","Heliport",10
"11256",40.8839888889193,-74.0559750000054,"Hackensack Medical Center","Heliport",159
"11257",40.8653766664766,-74.8162772219872,"Hackettstown Community Hospital","Heliport",612
"11258",40.8639872221381,-74.9190586111084,"Pio Costa Sand & Gravel","Heliport",550
"11263",39.6356725000639,-74.7490500001711,"Bertino","Heliport",70
"11264",39.6314138889951,-74.7727694448181,"Wm B  Kessler Memorial Hospital","Heliport",71
"11267",40.2617761109712,-74.519597499823,"Peddie School","Heliport",106
"11268",40.1001144441146,-74.3176466667767,"Holmansville","Heliport",110
"11270",40.3942750002344,-74.179309722453,"State Police Holmdel Helispot","Heliport",240
"11272",40.39232777771,-74.7790511111734,"Hillside Farm","Heliport",382
"11274",40.1461547219575,-74.4345949999681,"Six Flags Great Adventure","Heliport",120
"11275",40.3165000000567,-74.4900833331969,"New Jersey Turnpike","Heliport",124
"11276",40.693158055742,-74.0583333336461,"Liberty State Park","Heliport",3
"11277",40.7245463885954,-74.0295844445055,"Newport Helistop","Heliport",6
"11278",40.6981944444146,-74.0724166670213,"Liberty National Golf Club","Heliport",45
"11279",40.713991111141,-74.0315288892605,"Paulus Hook Pier","Heliport",7
"11281",40.4264966668834,-74.140420000005,"Hazlet Township Police","Heliport",31
"11282",40.7370458330312,-74.0797222223576,"Kearny Helistop","Heliport",9
"11283",40.7315277775937,-74.1166388887088,"Helo Kearny","Heliport",11
"11284",40.6746111109679,-74.2781944444505,"Merck Kenilworth Campus","Heliport",166
"11289",40.287608055616,-74.6754361115197,"Pse & G Trenton Distribution Helistop","Heliport",85
"11290",39.2416666666915,-74.9519444442532,"Bayside State Prison","Heliport",15
"11293",40.6362141669402,-74.2343119440439,"Bayway Refinery","Heliport",20
"11296",40.7626005557248,-74.3040372225616,"St Barnabas Medical Center","Heliport",429
"11297",40.8464877779949,-74.8040544441941,"Wrnj","Heliport",620
"11299",41.0567630558348,-74.1826450000164,"Bergen County Police & Fire Academy","Heliport",600
"11300",41.104262499809,-74.1640336114334,"Intl Crossroads","Heliport",278
"11301",39.720952499774,-74.2840313890446,"Southern Ocean Medical Center","Heliport",55
"11302",39.6992858334767,-74.2343069440211,"Wjrz Radio","Heliport",11
"11305",39.801505000004,-74.7596041663071,"Indian Mills","Heliport",90
"11306",39.8915000002495,-74.8112805552216,"Herman","Heliport",50
"11307",40.5473263892124,-74.3412594445684,"Alexanders-Menlo Park","Heliport",82
"11308",39.9501124998481,-75.0496163885149,"C And T Helistop","Heliport",28
"11312",41.3124999997421,-74.7650000003674,"Montague","Heliport",644
"11313",40.9406549997438,-74.4615430553233,"Weichert Headquarters","Heliport",103
"11314",40.8370833336059,-74.4766944442487,"Johnson & Johnson","Heliport",201
"11316",40.7884333330183,-74.4662652777863,"Morristown Memorial Hospital","Heliport",422
"11317",40.7528783332535,-74.4398752774452,"Ballymere","Heliport",280
"11318",40.8139886112597,-74.4732099996359,"Colgate-Palmolive/Mennen","Heliport",385
"11320",39.9828900002887,-74.8284969446099,"Our Lady's","Heliport",18
"11321",39.9667791663749,-74.7996069445112,"Mount Holly","Heliport",45
"11322",40.0067783331521,-74.863498333605,"Blue Jay","Heliport",28
"11323",39.9555569444139,-74.9194722224146,"Nj Turnpike Authority","Heliport",42
"11324",40.8967652778538,-74.7190519443392,"Trade Zone","Heliport",830
"11325",40.2084461108593,-74.0412491663862,"Jersey Shore Medical Center","Heliport",104
"11326",40.4862152777147,-74.7357166666334,"Osterman","Heliport",200
"11328",40.7359344445312,-74.177088888543,"St Benedict's","Heliport",90
"11329",40.7377777777746,-74.1188888891195,"Essex Generating Station","Heliport",8
"11330",40.7417680556099,-74.137087777612,"Albert Guido Memorial","Heliport",10
"11331",40.7406566663698,-74.191256111091,"Univ Of Medicine & Dentistry Rooftop","Heliport",237
"11332",40.7023241667713,-74.1506991666797,"Port Newark Helistop","Heliport",10
"11333",40.4773272225238,-74.4079280553132,"Jersey Tpke New Brunswick Helistop","Heliport",70
"11334",40.4767716665905,-74.408761666744,"Jersey Turnpike","Heliport",102
"11335",40.4792713891771,-74.4345958336047,"Rutger's Helistop Sec  A & B","Heliport",116
"11336",40.5209369446877,-74.4745974996945,"Colgate-Piscataway","Heliport",78
